2021-01-22 0:0:0;0;0;1;20;3;1000
2021-01-22 0:0:1;0;0;1;19.997;3.01;1001.4
2021-01-22 0:0:2;1;0;1;20.1548;3.03;1001.9
2021-01-22 0:0:3;0;0;1;20.1598;2.99;1003.3
2021-01-22 0:0:4;0;0;1;20.1568;2.96;1004.1
2021-01-22 0:0:5;0;0;1;20.1608;2.98;1003.4
2021-01-22 0:0:6;0;0;1;20.1638;3.02;1003.9
2021-01-22 0:0:7;0;0;1;20.1678;3.03;1003.2
2021-01-22 0:0:8;0;0;1;20.1638;2.96;1004.9
2021-01-22 0:0:9;0;0;1;20.1598;3.04;1005.4
2021-01-22 0:0:10;0;0;1;20.1578;2.95;1006.5
2021-01-22 0:0:11;0;0;1;20.1618;3.02;1007.9
2021-01-22 0:0:12;0;0;1;20.1638;2.99;1007.8
2021-01-22 0:0:13;0;0;1;20.1608;2.97;1008.9
2021-01-22 0:0:14;0;0;1;20.1628;2.96;1007.9
2021-01-22 0:0:15;0;0;1;20.1648;2.95;1009.3
2021-01-22 0:0:16;0;0;1;20.1688;2.98;1010.7
2021-01-22 0:0:17;0;0;1;20.1658;3.02;1010.3
2021-01-22 0:0:18;0;0;1;20.1648;3.03;1011.4
2021-01-22 0:0:19;0;0;1;20.1658;3.0;1011.9
2021-01-22 0:0:20;0;0;1;20.1698;2.97;1013.3
2021-01-22 0:0:21;0;0;1;20.1688;2.99;1014.4
2021-01-22 0:0:22;0;0;1;20.1678;3.02;1016.1
2021-01-22 0:0:23;0;0;1;20.1648;3.04;1016.3
2021-01-22 0:0:24;0;0;1;20.1618;2.95;1016.2
2021-01-22 0:0:25;0;0;1;20.1668;3.02;1015.5
2021-01-22 0:0:26;0;0;1;20.1648;2.96;1016.0
2021-01-22 0:0:27;0;0;1;20.1628;3.02;1015.6
2021-01-22 0:0:28;0;0;1;20.1608;3.01;1014.9
2021-01-22 0:0:29;0;0;1;20.1568;2.98;1014.2
2021-01-22 0:0:30;0;0;1;20.1618;2.95;1013.2
2021-01-22 0:0:31;0;0;1;20.1608;2.98;1012.8
2021-01-22 0:0:32;0;0;1;20.1638;2.95;1012.7
2021-01-22 0:0:33;0;0;1;20.1688;3.0;1012.3
2021-01-22 0:0:34;0;0;1;20.1738;3.01;1012.2
2021-01-22 0:0:35;0;0;1;20.1698;3.0;1013.6
2021-01-22 0:0:36;0;0;1;20.1698;3.01;1013.2
2021-01-22 0:0:37;0;0;1;20.1678;3.04;1012.8
2021-01-22 0:0:38;0;0;1;20.1648;2.96;1012.1
2021-01-22 0:0:39;0;0;1;20.1628;2.99;1011.1
2021-01-22 0:0:40;0;0;1;20.1628;2.95;1011.9
2021-01-22 0:0:41;0;0;1;20.1608;3.01;1011.5
2021-01-22 0:0:42;0;0;1;20.1578;2.95;1010.8
2021-01-22 0:0:43;0;0;1;20.1628;3.0;1009.8
2021-01-22 0:0:44;0;0;1;20.1618;2.96;1011.2
2021-01-22 0:0:45;0;0;1;20.1608;2.96;1012.6
2021-01-22 0:0:46;0;0;1;20.1618;3.02;1011.6
2021-01-22 0:0:47;0;0;1;20.1668;3.04;1012.4
2021-01-22 0:0:48;0;0;1;20.1688;2.95;1013.5
2021-01-22 0:0:49;0;0;1;20.1708;3.02;1013.4
2021-01-22 0:0:50;0;0;1;20.1738;3.04;1014.2
2021-01-22 0:0:51;0;0;1;20.1748;3.02;1013.8
2021-01-22 0:0:52;0;0;1;20.1718;2.99;1014.6
2021-01-22 0:0:53;0;0;1;20.1748;2.97;1014.8
2021-01-22 0:0:54;0;0;1;20.1748;3.0;1015.0
2021-01-22 0:0:55;0;0;1;20.1728;3.02;1016.4
2021-01-22 0:0:56;0;0;1;20.1698;2.99;1016.3
2021-01-22 0:0:57;0;0;1;20.1748;2.95;1015.9
2021-01-22 0:0:58;0;0;1;20.1718;2.99;1016.1
2021-01-22 0:0:59;0;0;1;20.1768;3.03;1017.8
2021-01-22 0:1:0;0;0;1;20.1728;3.02;1017.1
2021-01-22 0:1:1;0;0;1;20.1738;2.97;1018.8
2021-01-22 0:1:2;0;0;1;20.1768;2.99;1020.2
2021-01-22 0:1:3;0;0;1;20.1728;2.97;1020.4
2021-01-22 0:1:4;0;0;1;20.1778;2.95;1019.4
2021-01-22 0:1:5;0;0;1;20.1748;2.97;1019.3
2021-01-22 0:1:6;0;0;1;20.1728;3.04;1019.8
2021-01-22 0:1:7;0;0;1;20.1778;3.04;1019.7
2021-01-22 0:1:8;0;0;1;20.1828;3.0;1019.0
2021-01-22 0:1:9;0;0;1;20.1808;3.04;1019.2
2021-01-22 0:1:10;0;0;1;20.1768;3.02;1019.4
2021-01-22 0:1:11;0;0;1;20.1788;3.03;1019.0
2021-01-22 0:1:12;0;0;1;20.1768;3.03;1018.9
2021-01-22 0:1:13;0;0;1;20.1758;2.99;1018.2
2021-01-22 0:1:14;0;0;1;20.1718;3.01;1018.7
2021-01-22 0:1:15;0;0;1;20.1698;3.04;1020.1
2021-01-22 0:1:16;0;0;1;20.1688;2.98;1019.1
2021-01-22 0:1:17;0;0;1;20.1678;2.95;1018.7
2021-01-22 0:1:18;0;0;1;20.1668;2.98;1019.2
2021-01-22 0:1:19;0;0;1;20.1718;2.95;1020.0
2021-01-22 0:1:20;0;0;1;20.1678;2.98;1019.6
2021-01-22 0:1:21;0;0;1;20.1658;3.01;1019.5
2021-01-22 0:1:22;0;0;1;20.1708;2.96;1021.2
2021-01-22 0:1:23;0;0;1;20.1708;3.02;1020.2
2021-01-22 0:1:24;0;0;1;20.1678;2.98;1019.8
2021-01-22 0:1:25;0;0;1;20.1728;2.95;1019.4
2021-01-22 0:1:26;0;0;1;20.1748;3.04;1019.0
2021-01-22 0:1:27;0;0;1;20.1798;3.03;1018.3
2021-01-22 0:1:28;0;0;1;20.1778;2.99;1018.8
2021-01-22 0:1:29;0;0;1;20.1828;3.0;1020.2
